word,frequency,transcription,si_no
poblado,20989,9951,n
impactos,20987,39710,n
Quintana,20984,7212,n
Lugar,20972,564,n
medicamentos,20968,3173210,n
metales,20958,3150,n
otoño,20949,12,n
vano,20931,82,n
verdades,20961,84110,n
discípulos,20923,100950,n
estatuto,20910,0111,n
mesas,20906,300,n
espíritus,20898,09410,n
Velázquez,20891,85070,n
Angeles,20885,2650,n
tributo,20854,1491,n
destinos,20865,10120,n
circuito,20871,0471,n
Reserva,20854,4048,n
diámetro,20833,1314,n
violaciones,20840,85020,n
calma,20834,753,n
evidencias,20846,81200,n
consultas,20825,720510,n
exactitud,20816,07111,n
caracterización,20811,74714002,n
coalición,20808,7502,n
burocracia,20805,94740,n
convergencia,20799,7284620,n
preservación,20797,9404802,n
bondad,20791,9211,n
curva,20781,748,n
bonos,20764,920,n
Tamaulipas,20751,13590,n
caballeros,20762,7940,n
descendientes,20689,10021210,n
venganza,20685,82620,n
manipulación,20676,329502,n
heridas,20682,410,n
Egipto,20645,691,n
ente,20641,21,n
solicitudes,20640,050110,n
democratización,20628,13741002,n
PRD,20625,941,n
Patrimonio,20612,91432,n
cerámica,20593,0437,s
confesión,20614,72802,n
bebidas,20579,9910,n
Filipinas,20576,85920,n
Septiembre,20576,091394,n
Ud.,20538,1,Error
Libros,20543,5940,n
divorcio,20549,1840,n
Montes,20564,3210,n
recolección,20533,475702,n
ramo,20530,43,s
mentira,20520,3214,n
aula,20520,5,n
dedo,20525,11,s
párrafos,20516,9480,n
lana,20509,52,s
Walter,20504,514,n
AÑO,20503,2,n
muertes,20492,3410,n
rector,20490,4714,n
Gloria,20486,654,n
Americana,20471,3472,n
ingenio,20485,262,n
CD,20450,71,s
narcotráfico,20423,2471487,n
pasajes,20425,9060,n
Correo,20432,74,n
Corporación,20406,749402,n
Kant,20422,721,n
dominios,20415,1320,n
alteración,20403,51402,n
suministro,20401,032014,n
especialidad,20385,090511,n
Acuerdos,20387,7410,n
vidrio,20376,814,s
goce,20402,60,n
fibras,20373,8940,n
alza,20362,50,n
Área,20367,4,n
elevación,20352,5802,n
trámites,20310,14310,n
horror,20348,44,n
Ing.,20297,26,Error
piano,20346,92,s
cuero,20304,74,s
Procedimientos,20299,94013210,n
aldea,20292,51,n
rocas,20268,470,n
OEA,20257,,n
élites,20256,510,n
humanos,20256,320,n
aclaraciones,20244,754020,n
museo,20244,30,n
disputa,20243,1091,n
actas,20237,710,n
Crónica,20234,7427,n
Figueroa,20213,864,n
paquete,20212,971,s
sufragio,20198,0846,n
certificación,20190,0418702,n
respectivos,20186,4097180,n
posturas,20164,90140,n
Febrero,20167,8944,n
Carrillo,20161,74,n
ambientes,20155,39210,n
Octavio,20149,718,n
Prado,20149,941,n
Fuerza,20138,840,n
estimaciones,20136,013020,n
doctrinas,20130,171420,n
ángel,20123,265,n
cámaras,20122,7340,n
intercambios,20102,2147390,n
monasterio,20116,32014,s
bibliotecas,20112,995170,n
Rivas,20099,480,n
Q,20089,7,n
promesas,20086,94300,n
Técnico,20084,1727,n
piedad,20086,911,n
Henry,20077,24,n
Cambio,20071,739,n
mercancía,20069,34720,s
ad,20058,1,n
músicos,20052,3070,n
Gerardo,20040,6441,n
Turismo,20032,1403,n
valles,20037,80,n
carro,20028,74,s
rayos,20017,40,n
Spanish,20003,0920,n
Libertador,20018,594114,n
Natural,19996,2145,n
serio,19995,04,n
Municipios,19996,32090,n
niñez,19992,220,n
fraude,19988,841,n
socialistas,19971,005010,n
catálogo,19960,7156,s
Hombres,19960,3940,n
Amparo,19955,394,n
siembra,19953,0394,n
Centros,19952,02140,n
docencia,19951,1020,n
presidentes,19951,9401210,n
encargado,19950,27461,n
idiomas,19949,130,n
Tabasco,19933,1907,n
miradas,19932,3410,n
huevos,19927,80,n
Pacto,19925,971,n
marcos,19909,3470,s
tenor,19920,124,n
coro,19908,74,n
Transporte,19882,1420941,n
pares,19894,940,n
tronco,19900,1427,s
escultura,19878,07514,s
grano,19861,642,s
Sinaloa,19876,025,n
nave,19871,28,s
cohesión,19854,702,n
aquél,19856,75,n
reinos,19847,420,n
liquidación,19851,57102,n
Pacheco,19846,967,n
seda,19844,01,s
militantes,19835,351210,n
lesión,19828,502,n
agrupación,19818,64902,n
fotos,19817,810,n
herederos,19812,4140,n
Misión,19810,302,n
pureza,19805,940,n
desprecio,19803,10940,n
exposiciones,19802,090020,n
Representante,19819,49402121,n
gerente,19801,6421,n
divisiones,19790,18020,n
Miami,19777,33,n
opresión,19785,9402,n
personalidades,19757,94025110,n
premios,19741,9430,n
Exposición,19722,09002,n
Comercial,19716,73405,n
cátedra,19716,7114,n
Espinosa,19716,0920,n
empleado,19707,3951,n
Amor,19714,34,n
Leonardo,19706,5241,n
Anna,19702,22,n
hombro,19696,394,s
vueltas,19696,8510,n
fincas,19678,8270,n
defensores,19689,182040,n
encargo,19675,2746,n
vientos,19671,8210,n
nieve,19667,28,n
superioridad,19663,094411,n
Apoyo,19637,9,n
aliados,19653,510,n
Programas,19665,946430,n
Alcalá,19633,575,n
potestad,19618,91011,n
ordenación,19612,41202,n
tesoro,19610,104,s
indicios,19608,2100,n
arquitecto,19599,47171,n
brecha,19595,946,n
nuestras,19598,20140,n
prudencia,19594,94120,n
Zapata,19581,091,n
delegados,19563,15610,n
cena,19573,02,n
tropa,19561,149,n
Hernán,19561,422,n
afiliados,19545,8510,n
Saint,19558,021,n
Comunicaciones,19544,7327020,n
compraNET,19533,739421,n
Garza,19537,640,n
senador,19526,0214,n
ii,19508,,n
minorías,19515,3240,n
Encuesta,19505,2701,n
Science,19541,0020,n
Legislatura,19486,560514,n
colecciones,19464,757020,n
urbanización,19455,492002,n
Av.,19439,9,Error
militar,19451,3514,n
Leopoldo,19451,5951,n
agrupaciones,19443,649020,n
residentes,19407,401210,n
paradoja,19402,9416,n
ruinas,19403,420,n
minuto,19385,321,n
salas,19382,050,n
automóvil,19367,1385,s
Africa,19361,847,n
Acosta,19379,701,n
calendario,19353,75214,s
fiscal,19353,8075,n
cerro,19351,04,n
Claudio,19337,751,n
conjuntos,19335,726210,n
cementerio,19324,03214,n
adolescencia,19329,150020,n
vicios,19321,800,n
remuneración,19311,432402,n
barra,19310,94,s
dedicación,19310,11702,n
Machado,19303,361,s
religiones,19295,45620,n
ritos,19288,410,n
Bello,19298,9,n
artesanos,19284,41020,n
Reunión,19276,422,n
novia,19272,28,n
conquistadores,19252,72701140,n
administrador,19246,13201414,n
envío,19244,28,n
traición,19236,1402,n
pescado,19243,9071,s
comunismo,19226,73203,n
descripciones,19233,10749020,n
Capacitación,19200,790102,n
seguidores,19205,06140,n
legitimación,19194,561302,n
generales,19183,62450,n
Valparaíso,19172,85940,n
Ibidem,19161,913,n
complemento,19160,7395321,n
alrededores,19148,541140,n
grasa,19145,640,s
repertorio,19145,49414,n
verificación,19215,848702,n
Foro,19142,84,n
Coahuila,19136,75,n
droga,19142,146,s
Uso,19125,0,n
demostración,19125,1301402,n
rubro,19123,494,n
Nivel,19113,285,n
queja,19105,76,n
ayuntamiento,19103,21321,n
auxilio,19100,65,n
pecados,19098,9710,n
Bs.,19075,90,Error
Tel.,19071,15,Error
segmentos,19075,063210,n
subordinación,19080,0941202,n
kg,19068,76,n
comunistas,19053,732010,n
proletariado,19039,945141,n
tortura,19020,1414,n
referentes,19020,484210,n
aventuras,19012,82140,n
lecciones,18979,57020,n
miel,19000,35,s
villas,18976,80,n
ejércitos,18951,64010,n
Patricia,18951,9140,n
legado,18943,561,n
Paso,18940,90,n
agencia,18940,620,n
blancos,18939,95270,n
Administrativo,18939,13201418,n
Agrario,18935,644,n
Periódico,18917,9417,s
colocación,18903,75702,n
Lengua,18898,526,n
aquéllos,18895,70,n
escalera,18880,0754,s
inquietudes,18880,27110,n
copa,18875,79,s
Texto,18864,101,n
monumentos,18850,323210,n
Entrevista,18840,214801,n
camisa,18833,730,s
FCE,18823,80,n
apelación,18817,9502,n
Humberto,18810,3941,n
sombrero,18801,03944,s
acreedores,18793,74140,n
escribano,18784,07492,n
paraíso,18771,940,n
tentación,18767,12102,n
periferia,18760,9484,n
abastecimiento,18758,9010321,n
Psicología,18751,90756,n
Obregón,18738,9462,n
Puente,18744,921,s
ternura,18733,1424,n
estímulos,18732,01350,n
Renacimiento,18720,420321,n
Michel,18715,365,n
Oeste,18710,01,n
habitaciones,18709,91020,n
insistencia,18710,200120,n
supresión,19191,09402,n
cualidad,18682,7511,n
estómago,18695,0136,n
Evolución,18679,8502,n
ilustración,18668,501402,n
This,18669,10,n
producciones,18667,9417020,n
tenencia,18657,1220,n
ocupaciones,18650,79020,n
pierna,18663,942,s
metro,18645,314,n
transacción,18642,1420702,n
rehabilitación,18641,495102,n
Situación,18638,0102,n
abismo,18633,903,n
orillas,18631,40,n
receptor,18611,40914,n
Iglesias,18613,6500,n
cédula,18606,015,s
Ingeniería,18590,2624,n
plantaciones,18548,9521020,n
asombro,18544,0394,n
anciano,18535,202,n
Comandante,18553,732121,n
oídos,18522,10,n
intuición,18525,2102,n
objetividad,18519,961811,n
rincón,18517,4272,s
principal,18489,942095,n
basura,18499,904,s
Marín,18485,342,n
Discurso,18482,10740,n
Modelo,18481,315,n
oído,18476,1,n
Base,18467,90,s
Características,18465,747140170,n
paseo,18459,90,n
partículas,18457,941750,n
W,18455,,n
Rúbrica,18452,4947,n
Sede,18448,01,n
ambición,18437,3902,n
alcances,18436,57200,n
Pascual,18433,9075,n
matemáticas,18430,313170,n
refugiados,18432,48610,n
vicepresidente,18424,80940121,n
Lorca,18421,547,n
concierto,18414,72041,n
ideologías,18424,1560,n
rostros,18414,40140,n
filiación,18401,8502,n
Naturaleza,18403,21450,n
Napoleón,18403,2952,n
arzobispo,18395,40909,n
FECHA,18377,86,n
Urbano,18370,492,n
Holanda,18373,521,n
insuficiencia,18370,208020,n
rutas,18359,410,n
cobro,18358,794,n
rojo,18360,46,n
libras,18342,5940,n
cabecera,18341,7904,s
Company,18341,7392,n
cuartel,18332,7415,n
beso,18321,90,n
almacenamiento,18318,5302321,n
semejanza,18317,03620,n
Argentino,18314,46212,n
jardines,18316,64120,n
LUIS,18312,50,n
carreteras,18294,74140,n
tramo,18289,143,n
inclinación,18279,275202,n
Integración,18276,216402,n
notificación,18271,218702,n
with,18242,1,n
Tribunales,18229,149250,n
revés,18218,480,n
botella,18208,91,s
orientaciones,18210,421020,n
viajeros,18207,8640,n
Física,18203,807,n
medias,18202,310,s
higiene,18196,62,n
entes,18187,210,n
defensor,18174,18204,n
coordenadas,18172,741210,n
Ariel,18172,45,n
omisión,18171,302,n
Concilio,18146,7205,n
Gráfico,18140,6487,n
monumento,18129,32321,s
Artigas,18139,4160,n
indicaciones,18126,217020,n
Universitario,18121,284014,n
ecosistemas,18114,700130,n
portada,18112,9411,s
Anuario,18109,24,s
pintores,18110,92140,n
templos,18106,13950,n
Proyectos,18101,94710,n
at,18097,1,n
USA,18089,0,n
Teléfono,18088,1582,s
captura,18087,7914,n
Maldonado,18085,35121,n
degradación,18080,164102,n
Suiza,18075,00,n
emisiones,18072,3020,n
predios,18057,9410,n
Isidro,18053,014,n
maternidad,18056,314211,n
salidas,18072,0510,n
eternidad,18052,14211,n
qual,18044,75,n
Atención,18044,1202,n
Vera,18042,84,n
tributos,18039,14910,n
ONU,18035,2,n
harina,18030,42,s
but,18029,91,n
Sao,18027,0,n
Acto,18015,71,n
directivos,18022,147180,n
rodillas,18013,410,n
óptica,17998,917,n
secundaria,17997,07214,n
roca,17997,47,s
amanecer,18012,3204,n
imaginario,17963,3624,n
bebé,17942,99,s
otorgamiento,17940,146321,n
desesperación,17990,1009402,n
endeudamiento,17938,211321,n
Orozco,17922,407,n
TV,17919,19,s
Benjamín,17917,92632,n
ricos,17876,470,n
Articulo,17872,4175,n
Prólogo,17870,9456,n
vientre,17841,8214,n
Alvarado,17853,5841,n
Majestad,17824,36011,n
comunión,17822,7322,n
TIPO,17838,19,n
mestizos,17805,30100,n
Alba,17801,59,n
protestas,17830,941010,n
ángeles,17800,2650,n
Menéndez,17788,32210,n
bar,17768,94,s
Consejos,17750,72060,n
fs,17762,80,n
coeficiente,17740,78021,n
conducto,17731,72171,s
instituto,17727,20111,n
buque,17724,97,n
diversificación,17726,18408702,n
ca,17709,7,n
montes,17703,3210,n
ambigüedad,17693,39611,n
maestra,17674,3014,n
robo,17678,49,n
seminario,17694,0324,n
proximidad,17671,946311,n
Caso,17668,70,n
Diputado,17670,1911,n
morales,17651,3450,n
diccionario,17632,17024,s
aborto,17632,941,n
retirada,17625,4141,n
Vélez,17622,850,n
Príncipe,17604,94209,n
Cuentas,17619,7210,n
Aspectos,17588,09710,n
fecundidad,17570,872111,n
estatutos,17570,01110,n
Vaticano,17570,8172,n
ajustes,17577,6010,n
Comisiones,17549,73020,n
adecuación,17548,1702,n
puentes,17550,9210,n
misioneros,17520,30240,n
pasivos,17521,9080,n
Vuestra,17542,8014,n
Hegel,17518,65,n
estándares,17503,012140,n
ceremonias,17505,04320,n
Mauricio,17491,340,n
dolores,17487,1540,n
vasos,17484,800,n
mediano,17474,312,n
fragmentación,17459,84632102,n
Procuraduría,17459,947414,n
Robles,17457,4950,n
reglamentación,17438,46532102,n
Hotel,17443,15,n
Colima,17421,753,n
Chaco,17436,67,n
provecho,17432,9486,n
jesuitas,17419,6010,n
tiro,17408,14,n
ob,17389,9,n
Roca,17384,47,s
primaria,17388,9434,n
terrorismo,17378,14403,n
criatura,17370,7414,n
vertiente,17366,84121,n
deudor,17370,114,n
derivados,17361,14810,n
Corrientes,17360,74210,n
percepciones,17347,9409020,n
rosa,17343,40,s
legisladores,17498,5605140,n
donación,17343,1202,n
ira,17341,4,n
fachada,17339,861,n
espectadores,17336,0971140,n
tomos,17331,130,s
decoración,17329,17402,n
Total,17317,115,n
montaje,17317,3216,n
palo,17313,95,s
exámenes,17304,0320,n
coca,17311,77,s
ingenieros,17298,26240,n
sensaciones,17291,020020,n
revoluciones,17280,485020,n
servidor,17290,04814,n
cirugía,17272,046,n
FEDERAL,17270,8145,n
inconvenientes,17263,27282210,n
Rubio,17262,49,n
caudal,17257,715,n
cristiano,17256,74012,n
repercusiones,17245,4947020,n
asesor,17250,004,n
Mediterráneo,17255,31142,n
Sucre,17244,074,n
Pardo,17242,941,n
comités,17245,7310,n
antecedente,17242,210121,n
cercanía,17239,0472,n
Sancho,17241,026,n
pri,17208,94,n
Cuzco,17210,707,n
nada,17205,21,n
SEÑOR,17201,024,n
razas,17184,400,n
devaluación,17191,18502,n
Lucía,17164,50,n
muerto,17156,341,n
pisos,17162,900,n
erosión,17146,402,n
suicidio,17141,001,n
prima,17119,943,n
Viena,17121,82,n
arrendamiento,17117,421321,n
impunidad,17113,39211,n
Arroyo,17113,4,n
ácido,17106,01,n
ejido,17094,61,n
rotación,17103,4102,n
Golfo,17093,658,n
vi,17088,8,n
diócesis,17088,1000,n
Camino,17071,732,n
rituales,17069,4150,n
Jacques,17063,6770,n
PC,17070,97,s
respiración,17068,409402,n
superficies,17063,094800,n
CE,17061,0,s
Empleo,17059,395,n
Personas,17039,94020,n
umbral,17040,3945,n
di,17035,1,n
Gaspar,17030,6094,n
inocencia,17024,2020,n
sugerencias,17034,064200,n
pájaro,17015,964,s
JOSÉ,16989,60,n
incidente,16991,20121,n
Bank,17022,927,n
originalidad,16983,462511,n
colectividad,16987,7571811,n
plumas,16978,9530,n
U.,16965,,Error
States,16972,0110,n
cortes,16965,7410,n
fila,16964,85,s
Taller,16969,14,n
regalo,16964,465,s
Objeto,16961,961,s
Unamuno,16948,232,n
expedientes,16940,091210,n
Problemas,16951,949530,n
conexiones,16935,72620,n
desconocimiento,16932,10720321,n
cabello,16927,79,s
quinientos,16922,72210,n
©,16909,,Error
divulgación,16916,185602,n
Enseñanza,16904,20220,n
grueso,16916,640,n
Armada,16914,431,n
viuda,16905,81,n
cubierta,16899,7941,s
enlace,16894,250,n
contabilidad,16894,7219511,n
proyecciones,16897,947020,n
observancia,16853,904820,n
dama,16858,13,n
Segovia,16837,068,n
cantos,16837,7210,n
diligencia,16830,15620,n
PRESIDENTE,16835,940121,n
Vallejo,16817,86,n
conservadores,16809,72048140,n
regulaciones,16804,465020,n
excesos,16808,0000,n
terminación,16804,143202,n
parcelas,16797,94050,n
indicación,16785,21702,n
Consumo,16792,7203,n
enfrentamientos,16790,284213210,n
Planificación,16778,9528702,n
paisajes,16768,9060,n
juramento,16761,64321,n
mediodía,16750,311,n
ola,16742,5,n
MÉXICO,16729,367,n
Políticas,16729,95170,n
inmuebles,16728,23950,n
terapia,16728,149,n
amores,16716,340,n
res,16704,40,s
lecho,16702,56,n
subsidio,16697,0901,n
Escobar,16697,0794,n
imitación,16686,3102,n
é,16683,,n
alivio,16683,58,n
prisa,16678,940,n
socialización,16700,005002,n
UNESCO,16675,207,n
Rector,16674,4714,n
previsión,16665,94802,n
asimilación,16654,03502,n
saberes,16651,0940,n
estabilización,16639,0195002,n
pequeño,16649,972,n
Ejemplo,16637,6395,n
Hernando,16637,4221,n
Género,16634,624,n
retraso,16632,4140,n
infección,16631,28702,n
Palacios,16627,9500,n
dispositivo,16604,109018,s
Valdivia,16598,8518,n
its,16613,10,n
GARCÍA,16597,640,n
concurrencia,16583,727420,n
sucesor,16582,0004,n
Canarias,16595,7240,n
síndrome,16581,02143,n
cibdad,16580,0911,n
marginación,16574,346202,n
visitantes,16576,801210,n
virus,16574,840,n
bolsillo,16562,950,s
Australia,16559,0145,n
cemento,16551,0321,s
pozo,16538,90,s
Sentencia,16549,02120,n
Joan,16535,62,n
choque,16515,67,n
viabilidad,16534,89511,n
Materiales,16514,31450,n
Asistencia,16510,00120,n
Álvarez,16514,5840,n
Avila,16500,85,n
economistas,16498,723010,n
sacrificios,16488,074800,n
garganta,16479,64621,n
cerveza,16477,0480,s
contienda,16478,72121,n
Agrícola,16470,6475,n
efectivo,16463,8718,n
contracción,16456,7214702,n
Cecilia,16467,005,n
maniobra,16453,3294,n
acusaciones,16452,70020,n
Gral.,16416,645,Error
Calidad,16443,7511,n
llave,16415,8,s
cacique,16435,707,n
quiebra,16412,794,n
Eva,16425,8,n
concertación,16408,7204102,n
Huerta,16408,41,s
corredor,16389,7414,n
alemanes,16408,5320,n
other,16388,14,n
controversias,16377,72148400,n
Wilson,16385,502,n
Bélgica,16373,9567,n
efectivos,16370,87180,n
consistencia,16362,7200120,n
esplendor,16354,095214,n
laguna,16352,562,n
Procedimiento,16350,9401321,n
amo,16345,3,n
Lisboa,16343,509,n
Emperador,16335,39414,n
temores,16336,1340,n
cheque,16330,67,s
jornadas,16327,64210,n
peticiones,16325,91020,n
licencias,16326,50200,n
estatua,16309,011,s
captación,16301,79102,n
bomba,16308,939,s
antepasados,16321,219010,n
postulados,16296,901510,n
Román,16281,432,n
dictador,16283,17114,n
hallazgos,16290,060,n
Islas,16278,050,n
Evangelio,16276,8265,n
colectivo,16277,75718,n
gobernabilidad,16258,69429511,n
alemán,16278,532,n
reconciliación,16258,4720502,n
casualidad,16250,70511,n
Tesoro,16231,104,s
fibra,16237,894,s
tribus,16242,1490,n
Curso,16227,740,n
Susana,16221,002,n
abstracción,16200,9014702,n
consecución,16219,720702,n
Colorado,16218,7541,n
Lagos,16196,560,n
cinta,16185,021,s
maestría,16183,3014,n
Semana,16171,032,n
explosión,16181,09502,n
ayudas,16155,10,n
emancipación,16146,320902,n
ilusiones,16154,5020,n
Harvard,16140,4841,n
Cartas,16129,7410,n
olas,16127,50,n
bajo,16133,96,n
Financiero,16120,82204,n
operadores,16126,94140,n
administradores,16111,132014140,n
recomendación,16097,4732102,n
Liga,16095,56,s
Mejía,16104,36,n
multa,16103,351,n
Quiroga,16090,746,n
MAS,16081,30,n
relativo,16066,4518,n
Clemente,16070,75321,n
argentinos,16063,462120,n
Cochabamba,16065,76939,n
Political,16060,95175,n
K,16061,7,n
obrero,16056,944,n
Neruda,16056,241,n
éxitos,16055,610,n
jugadores,16033,66140,n
concejo,16046,7206,n
interacciones,16031,2147020,n
patas,16016,910,s
plato,16024,951,s
contribuyentes,16025,72149210,n
internet,16014,21421,n
cuidados,16010,7110,n
perjuicios,16010,94600,n
católicos,15997,71570,n
donaciones,15997,12020,n
Salta,15982,051,n
Heidegger,15968,1664,n
naves,15957,280,n
atribución,15956,14902,n
cuerda,15950,741,s
sobre,15947,094,s
cero,15947,04,n
Camacho,15938,736,n
cronista,15932,74201,n
pensadores,15932,920140,n
flora,15928,854,n
composiciones,15926,7390020,n
Porfirio,15925,9484,n
asistentes,15917,001210,n
bordo,15918,941,n
criollos,15913,740,n
campamento,15911,739321,n
Bolsa,15915,950,s
ritmos,15909,4130,n
praxis,15904,9460,n
rumor,15901,434,n
engaño,15897,262,n
revolucionarios,15894,4850240,n
palma,15882,953,s
caballería,15842,794,n
Duque,15892,17,n
convención,15875,728202,n
Managua,15840,326,n
talla,15840,1,s
persistencia,15839,9400120,n
Jerusalén,15839,64052,n
Milán,15836,352,n
heredero,15835,414,n
invitados,15823,28110,n
plástico,15817,95017,s
ra,15811,4,n
jugador,15810,6614,n
sospecha,15807,0096,n
Ginebra,15807,6294,n
guión,15807,62,n
numeral,15806,2345,n
Arquitectura,15805,471714,n
software,15792,0814,n
CEPAL,15796,095,n
reivindicaciones,15789,48217020,n
únicos,15774,270,n
carbono,15777,7492,n
manuscritos,15774,3207410,n
ruina,15760,42,n
Che,15769,6,n
oxígeno,15737,662,n
estadio,15758,011,n
pluralismo,15733,954503,n
Europeo,15788,49,n
energías,15719,2460,n
corpus,15715,7490,n
club,15717,759,n
firmeza,15701,8430,n
demonio,15719,132,n
Andrade,15696,2141,n
analistas,15690,25010,n
neoliberalismo,15694,2594503,n
Minas,15688,320,n
Gabriela,15681,6945,n
oriente,15703,421,n
lineamientos,15678,523210,n
novelista,15663,28501,n
equipamiento,15662,79321,n
monjas,15661,3260,n
Producto,15655,94171,s
Soledad,15657,0511,n
